__FALSE__2 , 	If theres a government shutdown, people dont get their Social Security checks.	federal-budget,social-security	barack-obama	President	Illinois	democrat	a press conference
__FALSE__2 , 	Under a bill before the legislature, youd have to go to court to fire an employee.	economy,jobs,labor,legal-issues	kenneth-block	businessman		republican	a TV interview
__FALSE__2 , 	Under the Hate Crimes bill, "any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime."	crime	john-kline	U.S. Congressman		republican	a press release
__FALSE__2 , 	There were more people on welfare than working in 2013.	economy,jobs,poverty,welfare	terry-jeffrey	Editor-in-chief of CNSNews	Virginia	none	a column in TownHall.com
__FALSE__2 , 	Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.	gays-and-lesbians,marriage	thomas-tobin	Bishop of the Diocese of Providence		none	a news release
__FALSE__2 , 	After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share	taxes	chris-jacobs	Erie County Clerk	New York	republican	a campaign ad
__FALSE__2 , 	This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.	immigration	mike-pence	Governor	Indiana	republican	an interview on NBC's 'Meet the Press' 
__FALSE__2 , 	Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.	candidates-biography,taxes	debbie-wasserman-schultz	U.S. Representative, Florida District 23	Florida	democrat	an interview on Fox News
__FALSE__2 , 	59 percent of Americans today believe that Barack Obama is still a Muslim.	candidates-biography,diversity,polls	arsalan-iftikhar	Senior editor, Islamic Monthly magazine 	Washington, D.C.	none	a roundtable discussion on NBC's "Meet the Press"
__FALSE__2 , 	Carol Shea-Porter wants to increase taxes on small business and job creators.	small-business	frank-guinta	U.S. Congress, NH-First District	New Hampshire	republican	an advertisement, Veterans,
__FALSE__2 , 	On whether the United States should intervene in Libya.	foreign-policy,military	newt-gingrich	Co-host on CNN's "Crossfire"	Georgia	republican	televised interviews
__FALSE__2 , 	Scott Maddox has run "losing campaigns for 3 of Florida's 4 available cabinet positions."	agriculture,candidates-biography	adam-putnam	Florida Commissioner of Agriculture	Florida	republican	a campaign statement
__FALSE__2 , 	We are now, for the first time ever, energy independent.	energy,environment,gas-prices,trade	hillary-clinton	Presidential candidate	New York	democrat	the second presidential debate
__FALSE__2 , 	SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.	crime,voting-record	erik-wallin		Rhode Island	republican	a news release
__FALSE__2 , 	Limiting labor negotiations to only wages is how it is for the most part in the private sector.	labor,state-budget	alberta-darling	State Senator, 8th District	Wisconsin	republican	an appearance on a TV interview program
__FALSE__2 , 	Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.	hunger,population	delia-garza	Attorney	Texas	none	as quoted in a news story
__FALSE__2 , 	A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.	guns,human-rights,trade	paul-broun	Congressman	Georgia	republican	a YouTube video
__FALSE__2 , 	When we took office, let me remind you, there was virtually no international pressure on Iran.	foreign-policy	joe-biden	U.S. senator	Delaware	democrat	a speech
__FALSE__2 , 	Says abortion doctors are flying into this state, performing abortions and flying out.	abortion,health-care,public-health	matthew-hill	State Representative	Tennessee	republican	a debate on the state House floor.
__FALSE__2 , 	A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.	taxes	daniel-grace	Secretary of Teamsters Local 830	Pennsylvania	labor-leader	a statement
__FALSE__2 , 	On repeal of Wisconsins smoking ban	public-health	scott-walker	Milwaukee County Executive	Wisconsin	republican	a news release
__FALSE__2 , 	Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.	job-accomplishments,jobs	kathleen-falk			democrat	an opinion column
__FALSE__2 , 	Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.	unions	florida-chamber-commerce		Florida	none	a campaign-style ad.
__FALSE__2 , 	President Bush never did one interview with the New York Times during his entire presidency.	bush-administration,pundits,transparency	rachel-maddow	MSNBC host		none	The Rachel Maddow show
__FALSE__2 , 	Mr. Trump is self-financing his campaign, so we dont have any donors.	campaign-finance	corey-lewandowski	Campaign manager for Donald Trump		republican	a radio interview.
__FALSE__2 , 	The Providence teacher contract is one of the longest in the country.	education,labor,unions	angel-taveras	Mayor of Providence	Rhode Island	democrat	an interview
__FALSE__2 , 	Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.	deficit,federal-budget,history	sarah-palin		Alaska	republican	an interview with Fox News' Greta Van Susteren
__FALSE__2 , 	What we have now is the most generous, in my opinion, good time bill in the entire United States.	crime,criminal-justice,legal-issues,public-safety,states	richard-ferruccio	Correctional officer	Rhode Island	newsmaker	a radio interview
__FALSE__2 , 	The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.	public-health	centre-research-globalization			none	an article posted on the group's website
__FALSE__2 , 	Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.	federal-budget	republican-national-committee-republican			republican	a Web site.
__FALSE__2 , 	If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.	pensions,public-service,retirement,workers	lincoln-chafee		Rhode Island	democrat	in a hearing
__FALSE__2 , 	Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.	state-budget	club-growth			none	a television ad
__FALSE__2 , 	Turkey is an Arab country.	foreign-policy,pundits,abc-news-week	markos-moulitsas	Publisher of Daily Kos	California	none	a roundtable discussion on ABC's This Week
__FALSE__2 , 	92 percent of the jobs lost during Barack Obamas first term belonged to women.	jobs,women	carly-fiorina		California	republican	the third Republican presidential debate
__FALSE__2 , 	We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.	public-safety,state-budget,unions	ken-allen			democrat	a guest column
__FALSE__2 , 	The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.	crime,ethics	cory-booker	U.S. senator	New Jersey	democrat	a radio interview on the Brian Lehrer show
__FALSE__2 , 	If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.	economy,families,federal-budget,income,taxes	barack-obama	President	Illinois	democrat	a report
__FALSE__2 , 	Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest.	history	arthur-cyr	professor, Carthage College	Wisconsin	columnist	a Providence Journal commentary
__FALSE__2 , 	Jim Renacci voted repeatedly to end Medicare.	health-care,medicare	betty-sutton	U.S. representative from Ohio's 13th District	Ohio	democrat	a campaign email
__FALSE__2 , 	Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.	homeland-security,terrorism	glenn-grothman	State Senator, 20th District	Wisconsin	republican	a radio interview
__FALSE__2 , 	Says in 1944 we were in debt more than twice as much as we are now.	deficit,economy,federal-budget	rush-holt			democrat	a telephone town hall meeting
__FALSE__2 , 	Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.	corrections-and-updates,jobs	donald-trump	President-Elect	New York	republican	a rally outside Cleveland
__FALSE__2 , 	Under a new law, doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care	abortion,legal-issues,women	wisconsin-medical-society		Wisconsin	none	an interview
__FALSE__2 , 	The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.	elections	donald-trump	President-Elect	New York	republican	a tweet
__FALSE__2 , 	On abortion	abortion,corrections-and-updates	mitt-romney	Former governor	Massachusetts	republican	various statements
__FALSE__2 , 	In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.	abortion	americans-united-life		Washington, D.C.	organization	a committee hearing on SB 1636
__FALSE__2 , 	Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.	crime,families,women	rod-monroe	State Senator	Oregon	democrat	a floor speech.
